"id","date","state","city","department","victim_number","victim_weight","reported_pitbull","actual_breed","source","source2","source3","victim_name","officer_name","seizure","survival","children","hospitalization","hospitalization_police_injury","arrest","fine","uniform","warrant_or_pc","beware_of_dog","suspension","firing","lawsuit","criminal_charge"
1850,"2004-01-16","California","Redlands","Redlands Police Department, Redlands Animal Control, California Department of Fish and Game",1,1,0,"Cat","http://www.realpolice.net/forums/archive/t-9137.html",,,"Unknown","Unknown",1,0,2,0,0,3,3,"Uniform",2,3,0,0,0,0
1851,"2015-01-24","Colorado","Carbondale","City of Carbondale Police Department, Colorado Parks &amp; Wildlife",1,100,0,"Mountain Lion","http://www.soprissun.com/news-general/120129_mtnlion",,,"Unknown","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
1852,"2005-01-25","California","San Jose","California Fish and Game Wardens",1,50,0,"Mountain Lion","http://www.mountainlion.org/mobile_newsroom.asp?offset=1225",,,"Unknown","Kyle Kroll",1,0,2,0,0,3,3,"Uniform",2,3,0,0,0,0
1853,"2012-01-28","Arizona","Scottsdale","Scottsdale Police Department",1,2,0,"Unconfirmed Police K9","http://www.wfsb.com/story/16635972/police-dog-released-from-hospital-after-being-shot",,,"Raider","K9 handler Tony Sanborn",1,1,2,2,2,0,0,"Uniform",2,3,2,2,2,2
1854,"2012-03-07","Arizona","Cottonwood","Yavapai County Sheriffs Office Animal Control ",1,50,1,"Unconfirmed","http://www.wfsb.com/story/17140907/animal-control-officer-kills-pit-bull",,,"Unknown","Unknown police, unknown animal control",1,0,1,0,0,1,1,"Uniform",2,3,2,2,2,2
1855,"2014-03-14","Ohio","Avon Lake","Avon Lake Police",3,30,1,"unconfirmed, police reported 2 pit bulls 1 golden retriever","http://www.wfsb.com/story/24990052/dogs-attack-resident-and-golden-retriever-police-kill-one-and-search-for-owner",,,"Unknown","dog warden Mark Smith, unknown police",1,0,2,1,0,2,2,"Uniform",2,3,2,2,2,2
1856,"2009-04-05","California","Los Angeles","Los Angeles Police Department Newton Division",1,2,1,"Unconfirmed","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police",0,2,2,0,0,2,2,"Uniform",0,2,0,0,2,0
1857,"2006-06-13","California","Reseda","Los Angeles Police Department West Valley Division",1,2,0,"Unconfirmed - reported bullmastiff","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Four unknown police",2,1,2,0,0,2,2,"Uniform",0,1,0,0,2,0
1858,"2005-07-05","California","Van Nuys","Los Angeles Police Department Van Nuys Division",1,2,0,"Unconfirmed - reported german shepherd","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police",2,1,2,0,0,2,2,"Uniform",0,2,0,0,2,0
1859,"2005-07-07","California","Los Angeles","Los Angeles Police Department Pacific Division",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Four unknown police",2,2,2,0,0,2,2,"Uniform",0,1,0,0,2,0
1860,"2005-07-17","California","Los Angeles","Los Angeles Police Department Southeast Division",1,2,0,"Unconfirmed - reported rottweiler","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police",2,0,2,0,0,2,2,"Uniform",2,2,0,0,2,0
1861,"2005-07-22","California","Los Angeles","Los Angeles Police Department Southeast Division, Los Angeles Department of Animal Regulation",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Six Unknown Police, One Unknown Lieutenant, One Unknown Segeant, One Unknown Detective",1,0,2,0,2,2,2,"Uniform",2,2,0,0,2,0
1862,"2005-12-29","California","Los Angeles","Los Angeles Police Department Foothill Division, Unidentified Agency",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,0,2,0,2,1,1,"Uniform",1,2,0,0,2,0
1863,"2005-12-31","California","Los Angeles","Los Angeles Police Department 77th Street Division",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police",2,0,2,0,0,2,2,"Uniform",1,3,0,0,2,0
1864,"2005-02-15","California","Los Angeles","Los Angeles Police Department Harbor Division",1,50,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police",2,0,2,0,0,2,2,"Uniform",1,2,0,0,2,0
1865,"2005-04-12","California","Los Angeles","Los Angeles Police Department Devonshire Division, Los Angeles Department of Animal Services",2,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two unknown police, two unknown sergeants one on-scene",2,2,1,2,0,2,2,"Uniform",0,3,0,0,2,0
1866,"2005-04-25","California","Los Angeles","Los Angeles Police Department Devonshire Division, Los Angeles Department of Animal Regulation",1,2,1,"Unconfirmed - reported as both doberman and pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Four unknown police, one unknown sergeant, one unknown lieutenant",1,2,2,0,0,2,2,"Uniform",3,3,0,0,2,0
1867,"2006-02-09","California","Reseda","Los Angeles Police Department West Valley Division, Los Angeles City Animal Regulation",1,2,0,"Unconfirmed - reported chow","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Six Unknown Police, One Unknown Sergeant, Unkown animal control",1,2,2,0,0,0,1,"Uniform",1,2,0,0,2,0
1868,"2006-03-13","California","Los Angeles Suburbs","Los Angeles Police Department",3,2,1,"Unconfirmed - two dogs reported pitbulls one dog unreported breed","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown offduty cop",2,0,2,0,0,2,2,"Plain Clothes",3,3,0,0,2,0
1869,"2006-04-14","California","Los Angeles","Los Angeles Police Department 77th Street Division",2,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","two unknown police - one shooter, one unknown sergeant - shooter",2,0,2,1,0,2,2,"Uniform",3,3,0,0,2,0
1870,"2006-04-27","California","Los Angeles","Los Angeles Police Department Southwest Division",5,2,1,"Unconfirmed - three dogs reported rottweilers two dogs reported pitbulls","https://puppycidedb.com/datasets.html#lapd",,,"unknown","Two Unknown Police",2,2,2,0,0,2,2,"Plain Clothes",0,1,0,0,2,0
1871,"2006-05-28","California","Los Angeles","Los Angeles Police Department Southeast Division",2,2,1,"Unconfirmed - one reported pitbull, one unreported breed dog","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Six unknown police, Two Unknown sergeants, police K9",2,0,2,0,0,2,2,"Uniform",0,2,0,0,2,0
1873,"2015-02-12","New York","Rochester","Rochester Police Department Special Operations Division",1,50,1,"Unconfirmed","http://www.rochesterhomepage.net/story/d/story/rochester-man-says-police-shot-his-dog-after-fight/27721/ufh2lk3SwUG4puEshRKkuA",,,"Papi","police K9, ",2,1,2,0,0,0,2,"Not Sure",0,1,2,2,2,2
1874,"2015-02-19","New York","Bay Shore","Suffolk County Police Department Third Precinct",1,2,1,"Unconfirmed","http://www.newsday.com/long-island/suffolk-cop-shoots-dog-inside-bay-shore-backyard-1.9953895","https://www.facebook.com/Justice-4-Black-942480815783345/timeline","http://newyork.cbslocal.com/2015/02/19/bay-shore-family-demands-investigation-after-dog-shot-by-police-officer/","Black","Officer Dormer - shooter",1,1,2,0,0,0,2,"Not Sure",0,1,2,2,2,2
1875,"2015-02-17","New York","New York City","NYPD, Animal Care and Control of NYC",1,50,1,"Pit Bull 1yo","http://nypost.com/2015/02/18/newbie-cops-dog-tale-probed-after-shooting-incident/",,,"Chewya","Sergeant Jun Mei Zhang, Philip Longo - shooter",1,1,2,0,1,2,2,"Uniform",0,2,2,2,2,2
1876,"2015-02-20","Nevada","Las Vegas","Las Vegas Police Department",4,2,0,"Unconfirmed","http://www.8newsnow.com/story/28160440/breaking-news-police-respond-to-dog-mauling-shoot-dog",,,"Unknown","Unknown",1,2,2,1,0,2,2,"Uniform",1,2,2,2,2,2
1877,"2015-02-19","California","San Marino","San Marino Police Department",1,2,1,"unconfirmed 5yo - reported pitbull boxer mix ","http://www.nbclosangeles.com/news/local/san-marino-home-stolen--car-home-ransacked-search-292689541.html",,,"Weezy","Unknown",2,1,2,0,0,0,2,"Uniform",0,2,2,2,2,2
1878,"2015-02-21","New York","Harrison","White Plains Police Department",3,2,0,"One German shepherd, two unconfirmed breed","http://nypost.com/2015/02/21/retired-cop-kills-his-two-daughters-then-himself/",,,"Unknown","Glen Hochman",2,0,1,0,1,3,3,"Plain Clothes",1,3,0,0,2,1
1879,"2015-02-22","Virginia","Prince George","Prince George County Police Department, Prince George County Animal Control",1,2,1,"Unconfirmed 4yo - reported pitbull","http://wtvr.com/2015/02/22/officer-shoots-pit-bull-shot-in-prince-george-county/",,,"Blue","Unknown",2,2,2,0,0,2,2,"Uniform",0,2,2,2,2,2
1880,"2015-01-29","Pennsylvania","Independence Township","Independence Township Police Department",1,2,1,"Unconfirmed","http://pittsburgh.cbslocal.com/2015/01/29/father-child-injured-in-pit-bull-attack-in-beaver-co/",,,"Buddy","Unknown",2,0,2,1,0,2,2,"Uniform",1,2,0,0,2,0
1881,"2015-02-24","Texas","Lubbock","Lubbock Police Department, Lubbock Animal Services",2,2,1,"Unconfirmed - reported pitbull","http://www.everythinglubbock.com/story/d/story/lubbock-police-shoot-kill-dog-in-east-lubbock-tues/22789/iMiUhULjCkaAWOFxbedlWg",,,"Unknown","Unknown",1,0,2,1,0,2,2,"Uniform",1,2,2,2,2,2
1882,"2015-02-26","Florida","Lehigh Acres","Lee County Sheriffs Office",1,30,1,"Unconfirmed","http://www.abc-7.com/story/28225533/lee-deputy-shoots-dog-after-getting-attacked#.VPSUzvnF_Pw",,,"Unknown","Unknown",2,0,2,0,0,2,2,"Uniform",0,2,0,2,2,2
1883,"2015-03-01","Florida","Bradenton","Manatee County Sheriffs Office",3,2,1,"Unconfirmed - two reported pitbulls one police K9","http://www.myfoxtampabay.com/story/28230870/police-forced-to-shoot-dog-during-disturbance-call",,,"Unknown","Unknown police, unknown police K9",2,2,2,0,0,2,2,"Not Sure",2,2,2,2,2,2
1884,"2015-02-28","Minnesota","Faribault","Faribault Police Department",2,2,0,"Rottweilers","http://www.southernminn.com/faribault_daily_news/article_19f35cfc-536e-56e6-a6ab-a404200bae77.html",,,"Unknown","Unknown",1,0,1,1,0,0,2,"Uniform",3,3,0,0,0,0
1885,"2015-02-28","New York","Greece","Rochester Police Department",1,2,1,"Unconfirmed - reported pitbull","http://www.whec.com/news/stories/S3720995.shtml",,,"Zeke","Unknown",2,1,2,0,2,2,2,"Not Sure",2,2,2,2,2,2
1886,"2006-09-07","California","Los Angeles","Los Angeles Police Department Foothill Division",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,2,2,0,0,1,1,"Uniform",1,2,0,0,2,0
1887,"2006-09-20","California","Los Angeles","Los Angeles Police Department Southeast Division",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police, One Unknown Sergeant",2,0,2,2,0,2,2,"Uniform",2,2,0,0,2,0
1888,"2006-11-27","California","Los Angeles","Los Angeles Police Department Foothill Division",1,2,0,"Unconfirmed - reported rottweiler","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","8 Unknown Police",2,0,1,0,1,2,2,"Uniform",0,2,2,0,2,0
1889,"2006-12-16","California","Los Angeles","Los Angeles Police Department, County of Los Angeles Department of Animal Care and Control",3,100,0,"One goat, Two Sheep","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown sergeant",2,0,2,0,0,0,0,"Plain Clothes",3,3,0,0,0,0
1890,"2007-01-18","California","Los Angeles","Los Angeles Police Department Hollenbeck Division",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two unknown police",0,1,0,0,0,2,2,"Plain Clothes",3,3,0,0,0,0
1891,"2007-02-05","California","Los Angeles","Los Angeles Police Department West LA Division",2,2,0,"Unconfirmed - reported rottweiler","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,2,2,0,0,2,2,"Uniform",2,0,0,0,2,0
1893,"2007-02-09","California","Los Angeles","Los Angeles Police Department 77th Street Division",1,2,1,"Unconfirmed - reported pitbull","https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Two Unknown Police",0,2,2,0,0,2,2,"Uniform",0,2,0,0,2,0
1894,"2015-03-07","Utah","Ogden","Ogden Police Department, Ogden City Animal Services",1,2,1,"Unconfirmed - reported pitbull","http://www.ksl.com/?nid=148&amp;sid=33744427",,,"Unknown","Three Unknown Police",1,2,2,0,0,2,2,"Uniform",0,2,2,2,2,2
1895,"2012-07-19","Louisiana","Pollock","Grant Parish Sheriffs Office",1,2,0,"Unconfirmed 14 yo","http://www.examiner.com/article/beloved-family-pet-viciously-shot-own-backyard-authorities-turn-blind-eye",,,"Mann Bordelon","Dunn",2,0,2,0,0,0,2,"Plain Clothes",0,2,2,2,2,0
1896,"2011-10-15","Maryland","Elkton","Elkton Police Department",1,2,1,"Unconfirmed 3 yo","http://www.cecildaily.com/local_news/article_72b07ce0-ff66-11e0-a89a-001cc4c03286.html",,,"Shiloh","Corporal Jason Hoffman, Officer Sean Murphy",2,0,1,0,0,2,2,"Uniform",0,2,0,0,1,0
1897,"2014-07-07","Maryland","North East","Maryland State Police North East Barracks, Cecil County A Buddy for Life",1,2,1,"unconfirmed","http://www.cecildaily.com/news/local_news/article_9d0add98-ec74-5ed8-8b5b-ae9810ab84ff.html",,,"unknown","Two Unknown Troopers",2,0,2,0,0,2,2,"Uniform",0,2,2,2,2,2
1898,"2015-03-09","Texas","Jacinto City","Jacinto City Police Department",2,2,1,"unconfirmed","http://www.khou.com/story/news/crime/2015/03/11/police-arrest-man-seek-to-evict-him-from-neighborhood/70176972/",,,"unknown","unknown",2,2,2,0,2,1,1,"Uniform",0,2,2,2,2,2
1899,"2015-03-12","Oklahoma","Chickasha","Chickasha Police Department",1,2,1,"unconfirmed","http://www.chickashanews.com/news/dog-shot-during-alleged-assault-on-officers/article_a24ab438-c8db-11e4-aad3-7bdeddee6195.html",,,"unknown","Officer David Michael Harper-Head, FTO Chad King - shooter, two unidentified police",1,0,2,0,2,1,1,"Uniform",1,2,2,2,2,2
1900,"2012-08-06","Texas","Houston","Houston Police Department",3,2,1,"unconfirmed","http://blog.chron.com/newswatch/2012/08/hpd-officer-forced-to-shoot-loose-dog/",,,"unknown","unknown",2,2,2,2,2,2,2,"Uniform",1,3,2,2,2,2
1901,"2012-08-22","Texas","San Antonio","Bexar County Sheriffs Office, City of San Antonio Animal Care Services, ",1,50,0,"Mastiff-boxer mix puppy, 7 months old","http://www.ksat.com/content/pns/ksat/news/2012/08/23/sw-side-man-faces-charges-after-shooting-his-dog0.html",,,"Whiskey","Robert Smotherman",1,0,1,0,0,3,3,"Plain Clothes",3,3,0,0,0,1
1902,"2013-10-16","Texas","Tomball","Tomball Police Department Warrant Division and Animal Control",2,2,1,"unconfirmed","http://www.chron.com/neighborhood/spring/crime-courts/article/Tomball-police-shoot-pit-bulls-arrest-mother-4901308.php",,,"unknown","unknown",1,0,2,0,2,1,1,"Not Sure",1,2,2,2,2,2
1903,"2001-02-06","Texas","Pasadena","Pasadena Police Department, Houston Police Department",1,50,0,"Belgian Malanois, police K9","http://www.chron.com/news/houston-texas/article/Cop-shoots-police-dog-during-chase-1996670.php",,,"Jari","M.D. Cooper - shooter, Jari police K9",1,0,2,0,2,0,0,"Uniform",3,3,2,2,2,0
1904,"2012-10-27","Texas","San Antonio","San Antonio Police Department",1,2,1,"unconfirmed","http://www.chron.com/default/article/Police-kill-dog-that-playfully-ripped-off-3986997.php",,,"unknown","unknown",0,0,2,0,0,2,2,"Uniform",3,3,2,2,2,2
1905,"2013-06-01","New York","Guilderland","New York State Police",2,30,0,"Siberian Husky","http://www.chron.com/local/article/Traffic-stop-turns-deadly-for-dog-dragged-under-4581392.php",,,"Lois, Liz","Two Unknown Troopers",1,0,2,0,0,1,1,"Uniform",3,3,2,2,2,2
1906,"2012-03-17","Texas","Houston","River Oaks Patrol Private Security",1,50,0,"Weimaraner","http://www.click2houston.com/news/Patrolman-shoots-family-dog-in-River-Oaks/9626426",,,"Bue","unknown",2,2,1,0,2,2,2,"Not Sure",0,2,2,2,2,2
1907,"2012-07-24","Texas","Adkins","Bexar County Sheriffs Office, City of San Antonio Animal Care Services",2,50,0,"Belgian Malinois police K9","http://www.mysanantonio.com/news/local/article/Bexar-deputy-indicted-for-patrol-dog-deaths-5212198.php",,,"Vegas, Hades","Steven John Benoy",1,0,0,0,0,3,3,"Not Sure",3,3,1,2,2,1
1908,"2010-06-16","Texas","San Antonio","Bexar County Sheriffs Office, City of San Antonio Animal Care Services",1,50,0,"Labrador police K9 5yo","http://www.houstonchronicle.com/news/houston-texas/texas/article/Bexar-County-deputy-acquitted-in-death-of-K-9-5534773.php",,,"Duke","Ebony Jones, Police K9 duke",1,0,0,0,0,3,3,"Not Sure",3,3,1,1,0,1
1909,"2014-02-06","Texas","Dickinson","Galveston County Sheriffs Office, Galveston County Animal Services",2,2,1,"unconfirmed","http://www.chron.com/neighborhood/bayarea/article/Police-kill-pit-bull-in-drug-bust-in-Dickinson-5214621.php",,,"unknown","unknown",1,0,2,0,0,1,1,"Not Sure",2,2,2,2,2,2
1910,"2013-11-12","Connecticut","Wilton","Wilton Police Department",1,2,1,"unconfirmed","http://www.chron.com/news/article/Pit-bull-chews-off-Conn-owner-s-arm-hand-4979848.php",,,"Tuxedo","Captain John Lynch",1,0,2,1,0,2,2,"Uniform",3,3,2,2,2,2
1911,"2004-12-06","Texas","Houston","Houston Police Department, Bureau of Animal Regulation and Care, ",1,2,1,"unconfirmed","http://www.chron.com/news/houston-texas/article/Shelter-thought-it-had-deal-to-take-shot-dog-1954135.php",,,"unknown","unknown",1,0,2,0,2,1,0,"Uniform",2,2,2,2,2,2
1912,"2010-02-16","Texas","Galena Park","Galena Park Police Department, City of Galena Park Animal Control",1,1,0,"German shepherd mix 2 months old ","http://www.chron.com/news/houston-texas/article/Animal-control-officer-in-Galena-Park-accused-of-1701328.php",,,"Perry","Juan Enrique Hernandez",1,0,2,0,0,0,0,"Not Sure",0,2,1,2,2,1
1913,"2013-10-28","California","Albany","Albany Police Department",1,30,1,"Pit Bull/Rhodesian Ridgeback/Akita/Bull Mastiff/Anatolian Shepard/White Wolf","http:/http://patch.com/california/albany/albany-bulb-dog-reported-shot-and-killed-by-police-officer",,,"Amore","Officer Adams",1,0,0,0,0,0,0,"Uniform",3,3,0,0,0,0
1914,"2002-09-28","Illinois","Bloomington","Bloomington Police Department, Normal Police Department, McLean County Sheriffs department, Illinois State Police, Illinois Conservation Police",1,100,0,"Bengal tiger","http://www.chron.com/news/nation-world/article/Police-kill-escaped-tiger-at-Illinois-truck-stop-2107090.php",,,"unknown","unknown",1,0,2,0,0,2,2,"Uniform",3,3,0,0,0,0
1915,"2015-03-14","Nevada","Las Vegas","Las Vegas Metropolitan Police Department",2,2,1,"unconfirmed","http://www.jrn.com/ktnv/news/Police-shoot-pit-bull-near-Rainbow-and-Alexander-296337701.html",,,"unknown","unknown",1,2,2,2,0,2,2,"Not Sure",2,2,2,2,2,2
1916,"2012-07-16","Texas","Deer Park","Deer Park Animal Control",1,2,1,"Unconfirmed 10yo","http://www.khou.com/story/local/2015/03/16/11778286/#",,,"Newt","unknown",1,0,2,0,0,0,2,"Not Sure",0,3,2,2,2,0
1917,"2015-03-15","Michigan","Delhi Township","Delhi Township Police Department",2,2,1,"unconfirmed","http://www.cincinnati.com/story/news/2015/03/16/police-shoot-kill-dog-to-save-owner-delhi-township-cincinnati/24842359/",,,"unknown","unknown",2,0,1,1,0,2,2,"Uniform",1,2,0,0,2,0
1918,"2015-03-15","California","San Diego","San Diego Police Department",1,50,1,"Pit Bull, 6yo","http://www.nbcsandiego.com/news/local/Dog-Shot-Pacific-Beach-San-Diego-Felspar-296441431.html",,,"Burberry","Two Unknown Police",2,0,2,0,0,2,2,"Not Sure",0,2,2,2,2,2
1919,"2015-03-13","Texas","Austin","Austin Police Department",1,2,0,"unconfirmed","http://www.kaaltv.com/article/stories/S3736507.shtml",,,"unknown","unknown",2,0,1,0,0,2,2,"Not Sure",0,2,2,2,2,2
1920,"2015-03-13","Minnesota","Austin","Austin Police Department",1,2,0,"Rottweiler","http://www.postbulletin.com/news/crime/austin-officer-shoots-kills-dog/article_6bfcf204-0cb3-58ee-aceb-3ca12fb02837.html",,,"Unknown","Unknown",2,0,1,0,0,0,0,"Uniform",2,2,0,0,2,0
1921,"2013-03-19","Pennsylvania","York","PENNSYLVANIA STATE POLICE",1,30,1,"Pit bull and Terrier mix","http://fox43.com/2015/03/16/york-county-family-sues-state-police-for-killing-their-dog/",,,"Lucy","JEREMIAH R. MISTICK, SHAWN PANCHIK",1,0,2,0,0,0,0,"Uniform",1,3,0,0,1,0
1922,"2015-03-09","Ohio","Lima","Lima Police Dept, Allen County Sheriff SWAT, West Central Ohio Task Force",1,50,1,"Pit Bull","http://www.examiner.com/article/family-dog-shot-then-body-destroyed-during-ohio-no-knock-drug-raid?CID=examiner_alerts_article",,,"Lulu","Sgt Howard - shooter, Cpl Hook, additional unknown police",1,0,2,0,2,1,2,"Not Sure",1,2,0,0,2,0
1923,"2015-03-17","New York","Utica","Madison County Sheriffs Department SWAT",1,2,0,"unconfirmed","http://www.twcnews.com/nys/watertown/news/2015/03/17/dog-shot-in-utica-police-search.html",,,"unknown","unknown SWAT team",2,0,2,0,2,1,1,"Uniform",2,2,2,2,2,2
1924,"2008-01-29","California","Hollywood","LAPD",1,2,1,"Dog","http://",,,"Unknown","Unknown",2,0,2,0,0,2,2,"Uniform",0,0,0,0,2,2
1925,"2008-02-21","California","Los Angeles","LAPD",1,2,1,"Pit Bull","http://",,,"Unknown","Unknown",2,0,2,2,0,3,3,"Plain Clothes",3,3,0,0,0,0
1926,"2008-03-16","California","Los Angeles","LAPD",1,2,1,"Pit Bull","http://",,,"Unknown","Unknown",2,1,2,0,2,2,2,"Uniform",0,2,0,0,2,0
1927,"2015-03-20","California","Los Angeles","Los Angeles Police Department",1,2,1,"unconfirmed 7yo","http://www.nbclosangeles.com/news/local/Dog-Fatally-Shot-by-Officers-During-Assault-With-Deadly-Weapon--297068581.html",,,"Twoface","unknown",2,0,2,0,0,2,2,"Uniform",0,2,2,2,2,2
1928,"2008-06-13","California","Los Angeles","LAPD",1,2,1,"Pit Bull"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,0,1,1,0,2,2,"Uniform",2,2,0,0,2,0
1929,"2008-06-16","California","Los Angeles","LAPD",1,2,1,"Pit Bull"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,2,2,0,2,2,2,"Plain Clothes",1,2,0,0,2,0
1930,"2008-07-24","California","Los Angeles","LAPD",1,2,1,"Pit Bull"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,0,2,2,2,2,2,"Plain Clothes",0,2,0,0,2,0
1931,"2008-08-01","California","Los Angeles","LAPD",1,2,1,"Pit Bull"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",0,0,2,2,2,2,2,"Uniform",0,2,0,0,2,0
1932,"2008-08-24","California","Los Angeles","LAPD",1,2,1,"Pit Bull"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,0,2,0,2,2,2,"Uniform",0,2,0,0,2,0
1933,"2008-09-10","California","Los Angeles","LAPD",1,2,0,"German Shephard"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",0,0,2,0,2,2,2,"Uniform",0,2,0,0,2,2
1934,"2008-10-03","California","Los Angeles","LAPD",1,2,0,"Unknown"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,0,2,0,0,0,2,"Uniform",2,3,0,0,2,0
1935,"2008-11-13","California","Los Angeles","LAPD",1,2,0,"Boxer"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",0,2,2,0,2,2,2,"Uniform",0,2,0,0,2,2
1936,"2008-10-29","California","Los Angeles","LAPD",1,2,1,"Pit Bull"," https://puppycidedb.com/datasets.html#lapd",,,"Unknown","Unknown",2,2,2,2,0,3,2,"Plain Clothes",3,3,0,0,2,2
1937,"2015-03-21","Idaho","Caldwell","Caldwell Police Department",1,2,1,"Pit Bull Type","http://www.idahostatesman.com/news/local/community/canyon-county/article40849407.html",,,"Major","Esparza",1,0,1,1,0,0,0,"Uniform",1,3,0,0,0,0
1938,"2014-06-14","Oklahoma","Blanchard","Blanchard Police Department",1,30,1,"Pit Bull","https://www.facebook.com/justicefornalamamadog",,,"Nala","Jaquelyn Searson ",0,0,0,0,0,0,0,"Uniform",0,2,0,0,2,0
1939,"2014-07-24","California","Lemon Grove","San Diego Police Dept.",2,50,0,"Dalmation, Sheppard, ","http://www.sandiegoreader.com/news/2015/may/19/stringers-14-year-old-pepper-shot-lemon-grove/",,,"Pepper, Danni","Officer Richard Slade Badge Number 67673",1,0,1,0,0,0,0,"Uniform",3,3,0,0,1,0
1940,"2015-04-27","Texas","Corpus Christi","Corpus Christi Police Department, Corpus Christi Animal Care Services",1,50,0,"Labrador","http://www.kiiitv.com/story/28908574/officers-forced-to-shoot-dog-while-responding-to-dog-attack",,,"unknown","unknown",1,0,1,2,0,2,2,"Uniform",3,0,2,2,2,2
1941,"2015-04-17","Texas","Houston","Houston Police Department",1,2,1,"unconfirmed","http://www.chron.com/houston/article/HPD-shoots-pitbull-during-disturbance-6205969.php",,,"unknown","unknown",2,0,2,0,1,2,2,"Uniform",3,3,2,2,2,2
1942,"2015-04-26","Illinois","Chicago","Chicago Police Department",1,2,1,"unconfirmed","http://www.myfoxchicago.com/story/28902084/police-officer-fearing-attack-fatally-shoots-dog-on-south-side",,,"unknown","unknown",1,0,2,0,2,1,1,"Not Sure",0,2,2,2,2,2
1943,"2015-09-17","Florida","Darby","Pasco County Sheriffs Department",2,50,0,"Rottweiler, 18 months old","http://www.tampabay.com/news/publicsafety/pasco-sheriff-defends-deputy-in-dog-shooting/2226772","https://www.facebook.com/JusticeForCowboy/","http://www.myfoxtampabay.com/story/28885699/sheriff-defends-deputy-who-shot-dog","Cowboy and unknown dog","Kerry Kempink",2,0,0,0,0,0,2,"Uniform",0,1,0,0,2,0
1945,"2015-04-30","Florida","Pembroke Pines","Pembroke Pines Police Department",2,2,1,"unconfirmed","http://www.nbcmiami.com/news/local/Officer-Forced-to-Shoot-and-Kill-Aggressive-Dog-Police-302069891.html",,,"unknown","unknown",2,0,2,0,0,2,2,"Uniform",2,2,2,2,2,2
1946,"2015-04-30","Pennsylvania","Newcastle","Shenango Township Police Department",1,2,1,"unconfirmed","http://pittsburgh.cbslocal.com/2015/05/01/shenango-twp-police-officer-attacked-by-pit-bull-officers-partner-shoots-dog/",,,"unknown","Two Unknown Police",0,2,0,1,0,2,2,"Uniform",2,2,2,2,2,2
1947,"2015-04-29","New Jersey","Wyckoff","Wyckoff Police Department",1,50,0,"German Shepherd","http://www.nbcnewyork.com/news/local/New-Jersey-Wyckoff-Dog-Shooting-Wrong-House-Police-301840281.html","http://www.northjersey.com/community-news/pets/burglary-investigation-gone-wrong-owners-of-slain-dog-challenge-police-account-of-shooting-1.1327021","http://www.nbcphiladelphia.com/news/local/New-Jersey-Officer-Who-Shot-Dog-Is-Exonerated-303996341.html","Otto","Kyle Ferreira",2,0,2,0,0,2,2,"Uniform",0,0,2,0,2,0
1948,"2015-04-29","New Jersey","Jersey City","Jersey City Police Department",1,2,1,"unconfirmed","http://www.nj.com/hudson/index.ssf/2015/04/woman_said_cops_had_no_reason_to_kill_her_dog_arre.html",,,"Lily","unknown",2,0,0,1,2,1,1,"Uniform",1,0,2,2,2,0
